initial_alias,converted_alias,name,description,namespace
7384,ENSG00000010256,UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585],ENTREZGENE_ACC
7385,ENSG00000140740,UQCRC2,ubiquinol-cytochrome c reductase core protein 2 [Source:HGNC Symbol;Acc:HGNC:12586],ENTREZGENE_ACC
7386,ENSG00000169021,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]",ENTREZGENE_ACC
7388,ENSG00000173660,UQCRH,ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:HGNC:12590],ENTREZGENE_ACC
1036,ENSG00000129596,CDO1,cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795],ENTREZGENE_ACC
1491,ENSG00000116761,CTH,cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501],ENTREZGENE_ACC
875,ENSG00000160200,CBS,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550],ENTREZGENE_ACC
57379,ENSG00000111732,AICDA,activation induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203],ENTREZGENE_ACC
978,ENSG00000158825,CDA,cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712],ENTREZGENE_ACC
7371,ENSG00000143179,UCK2,uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562],ENTREZGENE_ACC
83549,ENSG00000130717,UCK1,uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859],ENTREZGENE_ACC
129607,ENSG00000134326,CMPK2,cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015],ENTREZGENE_ACC
64902,ENSG00000113492,AGXT2,alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412],ENTREZGENE_ACC
1606,ENSG00000065357,DGKA,diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849],ENTREZGENE_ACC
1607,ENSG00000136267,DGKB,diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850],ENTREZGENE_ACC
1608,ENSG00000058866,DGKG,diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853],ENTREZGENE_ACC
160851,ENSG00000102780,DGKH,diacylglycerol kinase eta [Source:HGNC Symbol;Acc:HGNC:2854],ENTREZGENE_ACC
1609,ENSG00000145214,DGKQ,diacylglycerol kinase theta [Source:HGNC Symbol;Acc:HGNC:2856],ENTREZGENE_ACC
8525,ENSG00000149091,DGKZ,diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857],ENTREZGENE_ACC
8526,ENSG00000153933,DGKE,diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852],ENTREZGENE_ACC
8527,ENSG00000077044,DGKD,diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851],ENTREZGENE_ACC
9162,ENSG00000157680,DGKI,diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855],ENTREZGENE_ACC
1610,ENSG00000110887,DAO,D-amino acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671],ENTREZGENE_ACC
8528,ENSG00000203797,DDO,D-aspartate oxidase [Source:HGNC Symbol;Acc:HGNC:2727],ENTREZGENE_ACC
10455,ENSG00000198721,ECI2,enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601],ENTREZGENE_ACC
1632,ENSG00000167969,ECI1,enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703],ENTREZGENE_ACC
1633,ENSG00000156136,DCK,deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704],ENTREZGENE_ACC
1635,ENSG00000129187,DCTD,dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710],ENTREZGENE_ACC
1638,ENSG00000080166,DCT,dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709],ENTREZGENE_ACC
3992,ENSG00000149485,FADS1,fatty acid desaturase 1 [Source:HGNC Symbol;Acc:HGNC:3574],ENTREZGENE_ACC
84649,ENSG00000062282,DGAT2,diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940],ENTREZGENE_ACC
8694,ENSG00000185000,DGAT1,diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843],ENTREZGENE_ACC
2987,ENSG00000143774,GUK1,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693],ENTREZGENE_ACC
1716,ENSG00000114956,DGUOK,deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858],ENTREZGENE_ACC
8443,ENSG00000116906,GNPAT,glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416],ENTREZGENE_ACC
1718,ENSG00000116133,DHCR24,24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859],ENTREZGENE_ACC
1581,ENSG00000167910,CYP7A1,cytochrome P450 family 7 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2651],ENTREZGENE_ACC
1717,ENSG00000172893,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860],ENTREZGENE_ACC
123099,ENSG00000168350,DEGS2,"delta 4-desaturase, sphingolipid 2 [Source:HGNC Symbol;Acc:HGNC:20113]",ENTREZGENE_ACC
8560,ENSG00000143753,DEGS1,"delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]",ENTREZGENE_ACC
6783,ENSG00000109193,SULT1E1,sulfotransferase family 1E member 1 [Source:HGNC Symbol;Acc:HGNC:11377],ENTREZGENE_ACC
1719,ENSG00000228716,DHFR,dihydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:2861],ENTREZGENE_ACC
1723,ENSG00000102967,DHODH,dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867],ENTREZGENE_ACC
1807,ENSG00000147647,DPYS,dihydropyrimidinase [Source:HGNC Symbol;Acc:HGNC:3013],ENTREZGENE_ACC
5860,ENSG00000151552,QDPR,quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752],ENTREZGENE_ACC
2224,ENSG00000160752,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631],ENTREZGENE_ACC
9453,ENSG00000152904,GGPS1,geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249],ENTREZGENE_ACC
29958,ENSG00000132837,DMGDH,dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475],ENTREZGENE_ACC
1786,ENSG00000130816,DNMT1,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],ENTREZGENE_ACC
1788,ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978],ENTREZGENE_ACC
1789,ENSG00000088305,DNMT3B,DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979],ENTREZGENE_ACC
1787,ENSG00000107614,TRDMT1,tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977],ENTREZGENE_ACC
1603,ENSG00000129562,DAD1,defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664],ENTREZGENE_ACC
1650,ENSG00000244038,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:2728],ENTREZGENE_ACC
6184,ENSG00000163902,RPN1,ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381],ENTREZGENE_ACC
6185,ENSG00000118705,RPN2,ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382],ENTREZGENE_ACC
57171,ENSG00000167130,DOLPP1,dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:29565],ENTREZGENE_ACC
29929,ENSG00000088035,ALG6,"ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]",ENTREZGENE_ACC
79053,ENSG00000159063,ALG8,"ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]",ENTREZGENE_ACC
84920,ENSG00000139133,ALG10,"ALG10 alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]",ENTREZGENE_ACC
54344,ENSG00000179085,DPM3,"dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:HGNC Symbol;Acc:HGNC:3007]",ENTREZGENE_ACC
8813,ENSG00000000419,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]",ENTREZGENE_ACC
8818,ENSG00000136908,DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]",ENTREZGENE_ACC
10195,ENSG00000214160,ALG3,"ALG3 alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]",ENTREZGENE_ACC
79087,ENSG00000182858,ALG12,"ALG12 alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:19358]",ENTREZGENE_ACC
7299,ENSG00000077498,TYR,tyrosinase [Source:HGNC Symbol;Acc:HGNC:12442],ENTREZGENE_ACC
80347,ENSG00000068120,COASY,Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932],ENTREZGENE_ACC
4597,ENSG00000167508,MVD,mevalonate diphosphate decarboxylase [Source:HGNC Symbol;Acc:HGNC:7529],ENTREZGENE_ACC
1841,ENSG00000168393,DTYMK,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061],ENTREZGENE_ACC
1806,ENSG00000188641,DPYD,dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012],ENTREZGENE_ACC
7083,ENSG00000167900,TK1,thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830],ENTREZGENE_ACC
151531,ENSG00000007001,UPP2,uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061],ENTREZGENE_ACC
4860,ENSG00000198805,PNP,purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892],ENTREZGENE_ACC
1854,ENSG00000128951,DUT,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078],ENTREZGENE_ACC
10682,ENSG00000147155,EBP,EBP cholestenol delta-isomerase [Source:HGNC Symbol;Acc:HGNC:3133],ENTREZGENE_ACC
1892,ENSG00000127884,ECHS1,"enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]",ENTREZGENE_ACC
13,ENSG00000114771,AADAC,arylacetamide deacetylase [Source:HGNC Symbol;Acc:HGNC:17],ENTREZGENE_ACC
64772,ENSG00000167280,ENGASE,endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622],ENTREZGENE_ACC
5833,ENSG00000185813,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]",ENTREZGENE_ACC
2108,ENSG00000140374,ETFA,electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481],ENTREZGENE_ACC
2109,ENSG00000105379,ETFB,electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482],ENTREZGENE_ACC
2110,ENSG00000171503,ETFDH,electron transfer flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483],ENTREZGENE_ACC
55224,ENSG00000143845,ETNK2,ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575],ENTREZGENE_ACC
55500,ENSG00000139163,ETNK1,ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649],ENTREZGENE_ACC
2530,ENSG00000033170,FUT8,fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019],ENTREZGENE_ACC
55301,ENSG00000152463,OLAH,oleoyl-ACP hydrolase [Source:HGNC Symbol;Acc:HGNC:25625],ENTREZGENE_ACC
2181,ENSG00000123983,ACSL3,acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570],ENTREZGENE_ACC
2182,ENSG00000068366,ACSL4,acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571],ENTREZGENE_ACC
51703,ENSG00000197142,ACSL5,acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526],ENTREZGENE_ACC
81616,ENSG00000130377,ACSBG2,acyl-CoA synthetase bubblegum family member 2 [Source:HGNC Symbol;Acc:HGNC:24174],ENTREZGENE_ACC
23305,ENSG00000164398,ACSL6,acyl-CoA synthetase long chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496],ENTREZGENE_ACC
11001,ENSG00000140284,SLC27A2,solute carrier family 27 member 2 [Source:HGNC Symbol;Acc:HGNC:10996],ENTREZGENE_ACC
54898,ENSG00000197977,ELOVL2,ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416],ENTREZGENE_ACC
60481,ENSG00000012660,ELOVL5,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308],ENTREZGENE_ACC
6785,ENSG00000118402,ELOVL4,ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415],ENTREZGENE_ACC
79071,ENSG00000170522,ELOVL6,ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829],ENTREZGENE_ACC
1579,ENSG00000187048,CYP4A11,cytochrome P450 family 4 subfamily A member 11 [Source:HGNC Symbol;Acc:HGNC:2642],ENTREZGENE_ACC
2235,ENSG00000066926,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647],ENTREZGENE_ACC
10840,ENSG00000144908,ALDH1L1,aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978],ENTREZGENE_ACC
125061,ENSG00000183077,AFMID,arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910],ENTREZGENE_ACC
80308,ENSG00000160688,FLAD1,flavin adenine dinucleotide synthetase 1 [Source:HGNC Symbol;Acc:HGNC:24671],ENTREZGENE_ACC
2356,ENSG00000136877,FPGS,folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824],ENTREZGENE_ACC
10841,ENSG00000160282,FTCD,formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974],ENTREZGENE_ACC
10588,ENSG00000136371,MTHFS,methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437],ENTREZGENE_ACC
4522,ENSG00000100714,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]",ENTREZGENE_ACC
25902,ENSG00000120254,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:HGNC Symbol;Acc:HGNC:21055],ENTREZGENE_ACC
2517,ENSG00000179163,FUCA1,alpha-L-fucosidase 1 [Source:HGNC Symbol;Acc:HGNC:4006],ENTREZGENE_ACC
2184,ENSG00000103876,FAH,fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579],ENTREZGENE_ACC
2523,ENSG00000174951,FUT1,fucosyltransferase 1 (H blood group) [Source:HGNC Symbol;Acc:HGNC:4012],ENTREZGENE_ACC
2525,ENSG00000171124,FUT3,fucosyltransferase 3 (Lewis blood group) [Source:HGNC Symbol;Acc:HGNC:4014],ENTREZGENE_ACC
10690,ENSG00000172461,FUT9,fucosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4020],ENTREZGENE_ACC
85365,ENSG00000119523,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23159]",ENTREZGENE_ACC
8703,ENSG00000158850,B4GALT3,"beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]",ENTREZGENE_ACC
9334,ENSG00000158470,B4GALT5,"beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]",ENTREZGENE_ACC
2819,ENSG00000167588,GPD1,glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455],ENTREZGENE_ACC
2593,ENSG00000130005,GAMT,guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136],ENTREZGENE_ACC
9514,ENSG00000128242,GAL3ST1,galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240],ENTREZGENE_ACC
2588,ENSG00000141012,GALNS,galactosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4122],ENTREZGENE_ACC
2720,ENSG00000170266,GLB1,galactosidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4298],ENTREZGENE_ACC
4758,ENSG00000204386,NEU1,neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758],ENTREZGENE_ACC
5476,ENSG00000064601,CTSA,cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251],ENTREZGENE_ACC
2581,ENSG00000054983,GALC,galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115],ENTREZGENE_ACC
2583,ENSG00000135454,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]",ENTREZGENE_ACC
2584,ENSG00000108479,GALK1,galactokinase 1 [Source:HGNC Symbol;Acc:HGNC:4118],ENTREZGENE_ACC
55454,ENSG00000169826,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292],ENTREZGENE_ACC
55790,ENSG00000147408,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290],ENTREZGENE_ACC
22856,ENSG00000131873,CHSY1,chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198],ENTREZGENE_ACC
337876,ENSG00000198108,CHSY3,chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293],ENTREZGENE_ACC
79586,ENSG00000123989,CHPF,chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291],ENTREZGENE_ACC
11226,ENSG00000139629,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128],ENTREZGENE_ACC
11227,ENSG00000136542,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4127],ENTREZGENE_ACC
114805,ENSG00000144278,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13 [Source:HGNC Symbol;Acc:HGNC:23242],ENTREZGENE_ACC
117248,ENSG00000131386,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531],ENTREZGENE_ACC
2589,ENSG00000141429,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4123],ENTREZGENE_ACC
2590,ENSG00000143641,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:4124],ENTREZGENE_ACC
2591,ENSG00000115339,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125],ENTREZGENE_ACC
26290,ENSG00000130035,GALNT8,polypeptide N-acetylgalactosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4130],ENTREZGENE_ACC
50614,ENSG00000182870,GALNT9,polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131],ENTREZGENE_ACC
51809,ENSG00000109586,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129],ENTREZGENE_ACC
55568,ENSG00000164574,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873],ENTREZGENE_ACC
63917,ENSG00000178234,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19875],ENTREZGENE_ACC
79623,ENSG00000158089,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946],ENTREZGENE_ACC
79695,ENSG00000119514,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877],ENTREZGENE_ACC
8693,ENSG00000257594,GALNT4,polypeptide N-acetylgalactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4126],ENTREZGENE_ACC
126792,ENSG00000176022,B3GALT6,"beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]",ENTREZGENE_ACC
11285,ENSG00000027847,B4GALT7,"beta-1,4-galactosyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:930]",ENTREZGENE_ACC
7360,ENSG00000169764,UGP2,UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527],ENTREZGENE_ACC
2618,ENSG00000159131,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase [Source:HGNC Symbol;Acc:HGNC:4163]",ENTREZGENE_ACC
175,ENSG00000038002,AGA,aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318],ENTREZGENE_ACC
2629,ENSG00000177628,GBA1,glucosylceramidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4177],ENTREZGENE_ACC
26301,ENSG00000148288,GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group) [Source:HGNC Symbol;Acc:HGNC:20460]",ENTREZGENE_ACC
2653,ENSG00000140905,GCSH,glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208],ENTREZGENE_ACC
2731,ENSG00000178445,GLDC,glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313],ENTREZGENE_ACC
275,ENSG00000145020,AMT,aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473],ENTREZGENE_ACC
2651,ENSG00000111846,GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group) [Source:HGNC Symbol;Acc:HGNC:4204],ENTREZGENE_ACC
55343,ENSG00000181830,SLC35C1,solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197],ENTREZGENE_ACC
8836,ENSG00000137563,GGH,gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248],ENTREZGENE_ACC
2687,ENSG00000099998,GGT5,gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260],ENTREZGENE_ACC
6470,ENSG00000176974,SHMT1,serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850],ENTREZGENE_ACC
6472,ENSG00000182199,SHMT2,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852],ENTREZGENE_ACC
2717,ENSG00000102393,GLA,galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296],ENTREZGENE_ACC
2990,ENSG00000169919,GUSB,glucuronidase beta [Source:HGNC Symbol;Acc:HGNC:4696],ENTREZGENE_ACC
8372,ENSG00000186792,HYAL3,hyaluronidase 3 [Source:HGNC Symbol;Acc:HGNC:5322],ENTREZGENE_ACC
26035,ENSG00000138604,GLCE,glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855],ENTREZGENE_ACC
54480,ENSG00000033100,CHPF2,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270],ENTREZGENE_ACC
2131,ENSG00000182197,EXT1,exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512],ENTREZGENE_ACC
2132,ENSG00000151348,EXT2,exostosin glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3513],ENTREZGENE_ACC
135152,ENSG00000112309,B3GAT2,"beta-1,3-glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:922]",ENTREZGENE_ACC
26229,ENSG00000149541,B3GAT3,"beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]",ENTREZGENE_ACC
27087,ENSG00000109956,B3GAT1,"beta-1,3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]",ENTREZGENE_ACC
4669,ENSG00000108784,NAGLU,N-acetyl-alpha-glucosaminidase [Source:HGNC Symbol;Acc:HGNC:7632],ENTREZGENE_ACC
3340,ENSG00000070614,NDST1,N-deacetylase and N-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:7680],ENTREZGENE_ACC
64579,ENSG00000138653,NDST4,N-deacetylase and N-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:20779],ENTREZGENE_ACC
8509,ENSG00000166507,NDST2,N-deacetylase and N-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:7681],ENTREZGENE_ACC
9348,ENSG00000164100,NDST3,N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682],ENTREZGENE_ACC
1798,ENSG00000172269,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995],ENTREZGENE_ACC
2135,ENSG00000162694,EXTL2,exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516],ENTREZGENE_ACC
2137,ENSG00000012232,EXTL3,exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518],ENTREZGENE_ACC
2134,ENSG00000158008,EXTL1,exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515],ENTREZGENE_ACC
6513,ENSG00000117394,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005],ENTREZGENE_ACC
2752,ENSG00000135821,GLUL,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341],ENTREZGENE_ACC
51557,ENSG00000146166,LGSN,"lengsin, lens protein with glutamine synthetase domain [Source:HGNC Symbol;Acc:HGNC:21016]",ENTREZGENE_ACC
2729,ENSG00000001084,GCLC,glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311],ENTREZGENE_ACC
2572,ENSG00000136750,GAD2,glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093],ENTREZGENE_ACC
2746,ENSG00000148672,GLUD1,glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335],ENTREZGENE_ACC
2747,ENSG00000182890,GLUD2,glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336],ENTREZGENE_ACC
27165,ENSG00000135423,GLS2,glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570],ENTREZGENE_ACC
2744,ENSG00000115419,GLS,glutaminase [Source:HGNC Symbol;Acc:HGNC:4331],ENTREZGENE_ACC
5471,ENSG00000128059,PPAT,phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238],ENTREZGENE_ACC
2639,ENSG00000105607,GCDH,glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189],ENTREZGENE_ACC
2628,ENSG00000171766,GATM,glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175],ENTREZGENE_ACC
23464,ENSG00000100116,GCAT,glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188],ENTREZGENE_ACC
